Majority protein IDs,Gene names,Intensity 1_10_0_1,Intensity 2_10_0_2,Intensity 3_10_0_3,Intensity 4_10_001_1,Intensity 5_10_001_2,Intensity 6_10_001_3,Intensity 7_10_01_1,Intensity 8_10_01_2,Intensity 9_10_01_3,Intensity 10_10_1_1,Intensity 11_10_1_2,Intensity 12_10_1_3,Intensity 13_10_10_1,Intensity 14_10_10_2,Intensity 15_10_10_3,Intensity 16_10_100_1,Intensity 17_10_100_2,Intensity 18_10_100_3,Intensity 19_10_1000_1,Intensity 20_10_1000_2,Intensity 21_10_1000_3,Intensity 22_24_0_1,Intensity 23_24_0_2,Intensity 24_24_0_3,Intensity 25_24_001_1,Intensity 26_24_001_2,Intensity 27_24_001_3,Intensity 28_24_01_1,Intensity 29_24_01_2,Intensity 30_24_01_3,Intensity 31_24_1_1,Intensity 32_24_1_2,Intensity 33_24_1_3,Intensity 34_24_10_1,Intensity 35_24_10_2,Intensity 36_24_10_3,Intensity 37_24_100_1,Intensity 38_24_100_2,Intensity 39_24_100_3,Intensity 40_24_1000_1,Intensity 41_24_1000_2,Intensity 42_24_1000_3
A5PLN9,TRAPPC13,379350000,32153000,41414000,46881000,8245900,91993000,60317000,50707000,75328000,3005100,16820000,34669000,42784000,70306000,0,17337000,22416000,511110000,12728000,26077000,71483000,30804000,0,297400000,66570000,10728000,7837700,70447000,5039800,36739000,54023000,36794000,49430000,75444000,23573000,37812000,45975000,80001000,104220000,43597000,197980000,31668000
A5YKK6,CNOT1,3862700000,3449300000,2916600000,2909200000,2435900000,2589700000,2645200000,2627300000,2694100000,2520800000,2324200000,2372200000,2195400000,2099600000,2230000000,2249700000,2213500000,3718300000,3870600000,2391700000,3910700000,3577800000,3642000000,3439100000,3092500000,3074600000,2785000000,2929100000,3008400000,2876700000,3088900000,4247800000,4230900000,2163800000,3661600000,3726900000,3632900000,3798400000,4307700000,3896400000,3106200000,4191800000
A6H8Y1,BDP1,437040000,284100000,263260000,274950000,272570000,343100000,319620000,387690000,113770000,300650000,235300000,350870000,274500000,161940000,229310000,269200000,277600000,289670000,204100000,34187000,138040000,44776000,64315000,71174000,95832000,205630000,76685000,39700000,210240000,58948000,41861000,138140000,418190000,58006000,95588000,119110000,240080000,17968000,256380000,139550000,166490000,103230000
A6NC57,ANKRD62,4940500,0,0,0,0,0,0,0,0,0,5252300,0,0,0,0,0,0,16954000,10785000,0,17285000,15544000,0,0,0,0,0,11483000,0,11598000,0,0,0,0,10349000,8959300,6698600,0,0,0,0,14157000
Q9GZQ8;A6NCE7,MAP1LC3B;MAP1LC3B2,209850000,77423000,109910000,92822000,121980000,127560000,78998000,133670000,106350000,132820000,124460000,95405000,81814000,102980000,108170000,65237000,95082000,267050000,115500000,121380000,192980000,245670000,369830000,345940000,525120000,294190000,278260000,366260000,267580000,344480000,420060000,264620000,325800000,178590000,271050000,265350000,253530000,237710000,345810000,235110000,145000000,232660000
A6NCS6,C2orf72,91406000,247590000,296540000,405520000,337990000,365160000,311070000,499980000,371350000,295350000,266920000,239560000,256780000,218770000,256290000,252510000,290710000,395810000,293040000,194560000,295490000,390760000,315910000,374140000,376190000,345400000,310100000,1468900000,344300000,356580000,320040000,303190000,439810000,191960000,456330000,401750000,304270000,374430000,660970000,310930000,259420000,250160000
A6ND36,FAM83G,167190000,129330000,76756000,76876000,73215000,94081000,119070000,92500000,124000000,74137000,56023000,114700000,49978000,63066000,67158000,71082000,69194000,116280000,45642000,40828000,207580000,213970000,250960000,184180000,155690000,216140000,193050000,234750000,203330000,141240000,210870000,237100000,229050000,125580000,222960000,220290000,132450000,134490000,282420000,156280000,272160000,226530000
A6ND91,ASPDH,0,143520000,166880000,5776500,0,47945000,166530000,8680600,75286000,0,0,0,0,0,0,0,0,147570000,0,0,16095000,151390000,79976000,22751000,79530000,10051000,0,17432000,62578000,11569000,0,0,11816000,14084000,182730000,47127000,0,23651000,21671000,140150000,15741000,126160000
A6NDB9,PALM3,37233000,23620000,20109000,0,15555000,47786000,35566000,22851000,0,11649000,9851800,26172000,30760000,18126000,10270000,15010000,9359200,30128000,40284000,38259000,5825700,205050000,128520000,142670000,172540000,183480000,160480000,136460000,204850000,116790000,154450000,213340000,111200000,76434000,109460000,228430000,101810000,175790000,57347000,67972000,86316000,162920000
A6NDG6,PGP,2542100000,1711000000,2084800000,1824500000,2000200000,1842100000,1819500000,2010700000,1811000000,1353900000,1355700000,1705300000,1464400000,1432700000,1684500000,1486600000,1499000000,2583700000,2067400000,2923300000,2328600000,2443700000,2455500000,2281900000,2417900000,2279700000,2315700000,2551200000,2203100000,2363900000,2021300000,2627400000,1832900000,1491900000,1797300000,2100200000,2000900000,2439300000,2211900000,1938500000,1285200000,1567700000
A6NDU8,C5orf51,327750000,326650000,373250000,321020000,245300000,293390000,208940000,203400000,295470000,285650000,316600000,250270000,249840000,233700000,190640000,267370000,232660000,445680000,336960000,300960000,369840000,491080000,465630000,351040000,527720000,244740000,233270000,442310000,330500000,243860000,309210000,566720000,536460000,197190000,583790000,546280000,426400000,495730000,321990000,376650000,330760000,423820000
A6NED2,RCCD1,77220000,97437000,71106000,68623000,21115000,40194000,58140000,95577000,33696000,64456000,45309000,52690000,54026000,54966000,39437000,47165000,60870000,54524000,71657000,50863000,103530000,68690000,105750000,66485000,63692000,82367000,146670000,70614000,124790000,82597000,40291000,104090000,153500000,90826000,74573000,114430000,93777000,89115000,147300000,137900000,88743000,146740000
A6NFI3,ZNF316,48863000,51148000,29699000,22243000,18204000,38053000,32738000,48442000,30607000,23103000,20890000,24733000,35743000,32716000,19905000,15514000,39578000,42720000,55482000,0,62605000,48321000,50663000,48096000,42070000,48099000,15344000,38634000,17771000,38833000,34538000,43006000,50381000,16644000,45317000,75163000,34527000,70710000,71964000,49767000,61144000,51960000
A6NGS2,ERICH4,32674000,30183000,10069000,11162000,19260000,16264000,13204000,17718000,9439700,0,20947000,0,13144000,11330000,11266000,16515000,0,25168000,18207000,14193000,0,25838000,15451000,20578000,16952000,13992000,23644000,25030000,26557000,19259000,18028000,23330000,19981000,27731000,16161000,24650000,21339000,18047000,0,14006000,17952000,24386000
A6NH11,GLTPD2,62208000,39629000,37903000,44674000,37773000,50448000,38124000,36018000,32850000,39337000,38175000,24031000,31418000,36648000,31992000,37623000,42242000,65319000,38634000,62594000,50700000,51383000,82214000,74263000,38135000,41623000,61194000,32067000,70130000,43271000,31721000,45008000,62599000,31045000,37470000,38249000,43675000,44002000,57990000,51844000,61678000,63897000
A6NHL2,TUBAL3,167150000,149450000,132050000,122570000,119400000,92300000,139530000,123060000,156910000,149920000,158740000,153570000,139600000,127090000,11741000,11521000,122890000,190090000,159310000,121110000,170800000,123930000,93106000,82171000,124540000,141370000,118560000,93527000,181540000,0,125210000,149040000,132890000,97372000,126060000,146830000,191040000,135710000,93948000,101880000,86666000,119190000
A6NHQ2,FBLL1,1243500000,1083500000,1149800000,1016200000,886770000,883640000,874440000,879180000,883640000,1039900000,962970000,777460000,782930000,838830000,899450000,864510000,936530000,1373300000,981390000,1463400000,1188400000,1296500000,1284400000,1302300000,1292200000,1381300000,1366900000,1443600000,1304500000,765510000,1238700000,1747700000,1502700000,1137500000,1312400000,1368400000,1409500000,1399400000,1286700000,1654100000,1242100000,1617800000
A6NHQ4,C17orf96,27740000,31411000,29862000,34266000,6107400,11001000,17833000,17701000,25644000,4890500,5293200,15518000,19459000,5883200,20568000,23765000,7200900,12815000,16260000,33676000,0,0,12376000,12025000,2691000,33732000,26475000,12257000,9241200,7447000,0,19866000,26469000,12574000,27167000,15826000,0,0,0,0,11107000,10415000
A6NHR9,SMCHD1,4655400000,3856300000,3428800000,3157000000,2843100000,3282800000,3340900000,3361900000,3235400000,2628600000,2080200000,2993800000,2714500000,2609500000,2598500000,2849900000,2721700000,4380400000,3818500000,3465200000,4133200000,4062900000,3492800000,3460100000,3480000000,3285000000,3479600000,3102200000,3631800000,3119400000,2830500000,4086300000,3580500000,2646000000,3831400000,4197900000,4186800000,4328900000,4865500000,4842500000,3716800000,4540700000
A6NHX0;A6NNH0,GATSL2;GATSL1,110800000,121530000,75473000,57670000,77224000,68801000,37815000,79257000,31757000,79062000,47662000,70010000,45511000,64718000,51013000,37373000,49246000,101120000,137040000,52379000,107060000,40548000,98330000,69354000,67444000,32064000,47913000,88270000,85474000,44689000,24916000,27353000,56064000,32347000,48241000,94109000,71800000,45396000,34418000,58532000,41211000,21414000
A6NI79,CCDC69,13024000,15192000,8553700,0,10407000,0,8670800,7194000,6542300,0,10791000,8873900,11452000,0,5773500,6548700,0,7950000,0,43933000,7375500,0,16888000,0,0,14186000,16109000,20138000,25806000,0,0,0,17182000,10455000,15601000,0,31422000,4106500,13463000,3712700,0,8407000
A6NIH7,UNC119B,308350000,223440000,226570000,184650000,172000000,171790000,199890000,171250000,228560000,162210000,184470000,144680000,157630000,116070000,141380000,171410000,111020000,412980000,269020000,145440000,233470000,184220000,190340000,240710000,272590000,222350000,143410000,286970000,132270000,242760000,256240000,303480000,223110000,159800000,228520000,264490000,174080000,191660000,303820000,435510000,319830000,277690000
A6NJ78,METTL15,38583000,64708000,99997000,34311000,54354000,92908000,54917000,55106000,104820000,59264000,36950000,23834000,46889000,65426000,45639000,45663000,53437000,23971000,23703000,16484000,35868000,63539000,45530000,104390000,40660000,50252000,27559000,41527000,67986000,35240000,31483000,96333000,82568000,36467000,60393000,48932000,71343000,112700000,57288000,85287000,41792000,94534000
A6NK44,GLOD5,22300000,31689000,7975400,17552000,6200700,11474000,14875000,4576200,16968000,6019700,5141700,0,5065100,0,5425900,11878000,0,31853000,0,0,44838000,10690000,0,0,0,0,0,0,5342100,0,0,0,59171000,7878600,53629000,58418000,32004000,23895000,27370000,24514000,7346300,31239000
A6NKD9,CCDC85C,180920000,179730000,205350000,170290000,117030000,131440000,260290000,142330000,187780000,105470000,94965000,86628000,108420000,96023000,82911000,69337000,50709000,229560000,211520000,23663000,153680000,145600000,244110000,100400000,75453000,48086000,91027000,79304000,79987000,214390000,53236000,182680000,108010000,95036000,210800000,238410000,244560000,33819000,96416000,141670000,136950000,108920000
A6NKF1,SAC3D1,220390000,247040000,256350000,263120000,211830000,179920000,194350000,230930000,186280000,272140000,213850000,239580000,167670000,180650000,159630000,229970000,176310000,269320000,247510000,168880000,346760000,234220000,284020000,278270000,229820000,221400000,256240000,263740000,249910000,253600000,199320000,431860000,235320000,285090000,265070000,254940000,179040000,243760000,217630000,179910000,302180000,229620000
A6NKF7,TMEM88B,0,0,0,0,14566000,12822000,23452000,16120000,0,12163000,12326000,12126000,16918000,9645500,12265000,14055000,16815000,0,0,10867000,13048000,0,0,0,0,0,0,37557000,0,0,0,15584000,18877000,0,17672000,12392000,20416000,22575000,19200000,0,32670000,0
A6NKF9;P0CG08;B7ZAQ6,GPR89C;GPR89B;GPR89A,193680000,155130000,158970000,141110000,142340000,168340000,104070000,128290000,122590000,118850000,103940000,119760000,111220000,99655000,100210000,105960000,139200000,197950000,114420000,151750000,216490000,164570000,171390000,163370000,202420000,107060000,149090000,162240000,170010000,148180000,124680000,205140000,216050000,111160000,163570000,216510000,237310000,236290000,235210000,279590000,206290000,270190000
A6NKT7,RGPD3,390700000,365670000,217860000,320630000,213570000,338520000,332880000,243850000,288190000,211240000,201470000,170260000,195840000,162410000,230160000,181120000,157040000,412480000,425980000,446490000,381420000,356660000,301230000,314370000,361610000,219090000,269870000,311060000,305000000,213680000,202470000,570640000,379120000,220020000,314050000,296010000,241110000,302540000,307160000,242410000,109730000,331040000
A6QL63,BTBD11,78713000,47878000,50925000,18404000,40393000,34409000,31497000,41501000,21932000,31645000,22890000,31219000,27841000,21466000,22947000,20644000,22014000,19955000,28926000,24470000,14703000,36099000,24980000,83516000,23508000,19669000,85257000,52145000,53179000,21210000,22948000,50489000,37471000,13502000,42926000,29970000,24376000,0,30684000,41546000,31948000,45297000
A6ZKI3;Q9BWD3;Q17RB0,FAM127A;FAM127B;FAM127C,533680000,515670000,910240000,582720000,219530000,2554900000,155910000,2737200000,1432700000,289690000,79638000,1904200000,334650000,124390000,504240000,146750000,388060000,585140000,438170000,190380000,740240000,727810000,96530000,509840000,448320000,2151800000,498740000,463380000,498600000,82676000,74754000,654180000,439240000,289610000,662140000,628220000,559280000,420270000,94672000,91025000,3037600000,81576000
A7E2V4,ZSWIM8,54139000,108750000,43373000,48181000,37122000,48585000,27713000,24242000,29649000,27375000,51250000,40585000,54015000,11953000,24982000,31080000,22104000,34682000,31273000,23672000,71542000,150170000,71713000,51896000,15913000,27455000,39932000,30219000,53183000,49953000,56897000,108520000,83943000,64914000,49869000,42449000,42643000,52325000,113560000,57757000,44964000,65245000
A7KAX9,ARHGAP32,16510000,21052000,16173000,19531000,6564800,15433000,2767900,0,21576000,18192000,6992500,6598900,10553000,15454000,20127000,6861100,2871600,18931000,8752100,15546000,10926000,29240000,34181000,23726000,14419000,27958000,20320000,16468000,21025000,7831900,9658000,36447000,18255000,28737000,14539000,38939000,8735800,18471000,22277000,32188000,30430000,43407000
A8CG34,POM121C,379340000,352010000,398900000,390350000,477020000,420900000,472900000,447500000,488330000,292000000,298970000,335200000,363340000,336880000,332070000,313470000,319670000,557180000,584750000,261260000,920720000,627710000,553520000,462480000,400620000,627260000,377540000,413350000,344210000,351870000,365650000,563030000,512920000,223770000,656320000,541450000,791700000,837980000,754380000,586250000,605460000,783060000
A8MQ03,CYSRT1,20330000,9642200,0,0,0,0,0,0,0,0,8627700,0,0,0,0,9154400,0,13317000,5971900,0,16825000,34671000,32626000,39391000,27544000,22263000,12374000,35122000,51322000,6398700,23368000,47101000,43320000,43328000,48507000,32444000,25981000,37268000,15705000,19940000,41952000,34587000
A8MQ11,PMS2P5,38239000,43984000,18001000,24451000,20269000,17221000,0,26694000,6718800,0,0,0,0,0,0,0,0,49927000,36737000,0,44254000,26855000,48339000,44249000,55341000,0,0,15674000,43037000,30660000,33513000,57209000,31300000,29248000,34302000,46964000,44130000,41088000,12317000,72424000,22498000,17223000
A8MUP2,METTL12,0,0,0,0,0,5846400,5286400,8503400,5754200,9434900,0,0,0,6720900,0,0,0,10062000,10467000,0,0,0,15731000,0,0,0,0,13467000,0,0,0,0,0,0,0,17293000,0,0,0,12537000,0,0
A8MW92,PHF20L1,0,0,14249000,0,0,0,11224000,0,0,0,0,0,0,0,8330400,9405600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16140000,0,0,0,0
P62308;A8MWD9,SNRPG;SNRPGP15,1786300000,1259600000,1374200000,1318300000,956410000,1296200000,1303900000,1494700000,1239200000,1236700000,1029500000,898360000,997300000,1146100000,1069700000,1056500000,960060000,1851500000,1557300000,1697800000,1995600000,1950400000,1474900000,1339000000,1298800000,1582100000,1506700000,1659700000,1599700000,1260800000,1232400000,1645000000,1501600000,1106500000,1773100000,1599700000,1824800000,2364400000,2112800000,2122700000,1666300000,2287100000
A8MXV4,NUDT19,535470000,406240000,300120000,277760000,249990000,372160000,156970000,340370000,287150000,256490000,297960000,186660000,233030000,294390000,384810000,425860000,373510000,539310000,392790000,202300000,293830000,386350000,434460000,440040000,462270000,344500000,312720000,614320000,429940000,381900000,280700000,389750000,464730000,251700000,333930000,521310000,360360000,466340000,625450000,656090000,518650000,509130000
A9UHW6,MIF4GD,85263000,67380000,52428000,43777000,22406000,31286000,43504000,46775000,56317000,69142000,69517000,48915000,47706000,62910000,62643000,74424000,72217000,63163000,71995000,73448000,61300000,49971000,76273000,63059000,69481000,42335000,62552000,76281000,97613000,33066000,53808000,90372000,62820000,62482000,28796000,37036000,62812000,56448000,83598000,62299000,57903000,102820000
B0YJ81,HACD1,31408000,60552000,55944000,69608000,29007000,40599000,41722000,25861000,29654000,40561000,41160000,37173000,31000000,42248000,39205000,29248000,25373000,48079000,46269000,22316000,51445000,96466000,29969000,51028000,46024000,41156000,58455000,4392500,37645000,13592000,41491000,55163000,32383000,52292000,111590000,82457000,24915000,78531000,40488000,40620000,49808000,69627000
B1AK53,ESPN,509510000,257130000,162350000,330090000,415920000,251670000,415590000,387510000,367180000,341430000,364450000,202680000,249570000,338120000,280620000,291880000,257910000,357250000,557310000,459780000,339100000,431590000,796010000,402260000,449400000,658760000,622380000,763140000,516540000,542500000,528560000,584400000,683060000,408430000,735650000,857070000,579490000,473630000,359550000,379670000,337460000,461580000
B2RUZ4,SMIM1,166710000,109410000,115590000,165270000,165570000,120740000,177250000,150460000,145250000,225240000,207410000,135610000,114280000,87195000,129080000,111320000,95099000,62248000,259130000,58232000,201350000,562030000,541550000,622790000,129260000,415990000,532600000,495600000,465740000,539880000,315690000,579060000,380840000,542330000,399260000,434370000,120460000,387960000,422510000,416170000,364730000,399800000
Q99613;B5ME19,EIF3C;EIF3CL,12135000000,9468900000,9924200000,8726200000,9122700000,8795600000,8230500000,7898400000,8266400000,8464300000,8088000000,7182500000,6857900000,7308200000,7587000000,7497900000,7529000000,13087000000,9953700000,6938700000,13477000000,11736000000,12039000000,12118000000,12633000000,12059000000,10393000000,12107000000,9603200000,9819200000,8622800000,12969000000,12350000000,7363500000,13309000000,15211000000,13007000000,12815000000,11534000000,14163000000,13805000000,11931000000
B7ZAP0,RABGAP1L,0,24810000,24352000,70553000,13726000,18523000,51226000,17161000,39780000,30919000,26370000,40519000,19407000,16193000,30028000,61125000,12854000,0,25091000,36625000,27058000,25754000,45261000,35717000,37858000,90981000,29238000,74772000,66682000,8832100,6364700,46284000,0,0,71248000,74352000,16983000,37345000,19918000,30638000,50071000,50991000
C4AMC7;Q6VEQ5;A8K0Z3,WASH3P;WASH2P;WASH1,388380000,199810000,326240000,328500000,360820000,348140000,378080000,360380000,325210000,224650000,265980000,311070000,298510000,282560000,264380000,311050000,302600000,355620000,475270000,526680000,513740000,356590000,351660000,390220000,356700000,444450000,353260000,399710000,212280000,330340000,367830000,302740000,377860000,151400000,344540000,367320000,410150000,448920000,465200000,409210000,439440000,538240000
O43374;C9J798,RASA4;RASA4B,45504000,21143000,23191000,24662000,13652000,0,7479800,14597000,16969000,5453800,30388000,15051000,30663000,4989400,25095000,4265600,24457000,32121000,20951000,0,47517000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11365000,0
C9JLW8,FAM195B,870700000,508350000,569880000,577330000,562880000,727870000,607060000,504370000,535970000,576070000,606760000,542800000,468300000,547100000,509830000,499970000,470530000,961830000,526340000,666940000,895390000,620020000,707250000,713870000,753260000,729450000,748230000,722670000,677230000,631230000,529960000,721020000,860920000,453830000,682150000,582060000,633020000,477050000,914040000,524710000,504670000,776670000
